SNo,Rank,Allotted Quota,Allotted Institute,Course,Alloted Category,candidate Category,option No.,Remarks
11314,29157,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi , Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",BDS,Open,GN,347,Fresh Allotted in 2nd Round
11315,29172,-,-,-,-,-,-,Not Allotted.
11316,29203,-,-,-,-,-,-,Did not opt for Upgradation.
11317,29208,-,-,-,-,-,-,No Upgradation
11318,29211,-,-,-,-,-,-,Not Allotted.
11319,29230,All India,"GOVT. DENTAL COLLEGE & HOSP.,NAGPUR ,
Government Dental College And Hospital GMC Campus Nagpur, Maharashtra, 440003",BDS,Open,GN,39,Fresh Allotted in 2nd Round
11320,29235,-,-,-,-,-,-,Not Allotted.
11321,29240,-,-,-,-,-,-,Did not fill up fresh choices.
11322,29258,-,-,-,-,-,-,Not Allotted.
11323,29276,-,-,-,-,-,-,Did not opt for Upgradation.
11324,29302,-,-,-,-,-,-,Not Allotted.
11325,29315,-,-,-,-,-,-,Did not opt for Upgradation.
11326,29317,-,-,-,-,-,-,Did not fill up fresh choices.
11327,29333,-,-,-,-,-,-,Not Allotted.
11328,29335,Open Seat Quota,"AIIMS Bathinda  , Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",MBBS,ST,ST,9,Upgraded
11329,29340,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,OBC,OBC,202,Fresh Allotted in 2nd Round
11330,29347,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,OBC,OBC,343,Fresh Allotted in 2nd Round
11331,29383,-,-,-,-,-,-,Not Allotted.
11332,29394,-,-,-,-,-,-,Not Allotted.
11333,29425,-,-,-,-,-,-,Not Allotted.
11334,29431,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,OBC,OBC,346,Fresh Allotted in 2nd Round
11335,29445,-,-,-,-,-,-,No Upgradation
11336,29451,-,-,-,-,-,-,No Upgradation
11337,29453,-,-,-,-,-,-,Did not opt for Upgradation.
11338,29471,All India,"GOVT. COLLEGE OF DENTISTRY,
INDORE , 1 Sardar Patel Marg
Indore",BDS,Open,GN,196,Fresh Allotted in 2nd Round
11339,29477,-,-,-,-,-,-,Did not opt for Upgradation.
11340,29483,-,-,-,-,-,-,Did not fill up fresh choices.
11341,29518,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE
, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Open,EWS,348,Fresh Allotted in 2nd Round
11342,29538,All India,"TAMILNADU GOVT
D.C. & HOSP, CHENNAI , No. 1,
TNPSC SALAI, PARK TOWN, CHENNAI
600003, Tamil Nadu,
600003",BDS,Open,EWS,162,Fresh Allotted in 2nd Round
11343,29564,-,-,-,-,-,-,Did not fill up fresh choices.
11344,29568,-,-,-,-,-,-,Did not fill up fresh choices.
11345,29573,-,-,-,-,-,-,Did not opt for Upgradation.
11346,29589,-,-,-,-,-,-,Did not opt for Upgradation.
11347,29597,-,-,-,-,-,-,Did not opt for Upgradation.
11348,29611,-,-,-,-,-,-,Did not fill up fresh choices.
11349,29621,-,-,-,-,-,-,Not Allotted.
11350,29622,-,-,-,-,-,-,Did not fill up fresh choices.
11351,29636,-,-,-,-,-,-,Did not opt for Upgradation.
11352,29640,-,-,-,-,-,-,Not Allotted.
11353,29643,Open Seat Quota,"Dr. Ziauddin Ahmed Dental College and Hospital,ALIGARH , ALIGARH MUSLIM UNIVERSITY,
ALIGARH, Uttar Pradesh, 202002",BDS,Open,GN,162,Fresh Allotted in 2nd Round
11354,29644,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,OBC,OBC,1,Fresh Allotted in 2nd Round
11355,29654,-,-,-,-,-,-,Not Allotted.
11356,29655,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi , MAMC Complex, B.S. Zafar Marg, New Delhi, Delhi (NCT), 110002",BDS,EWS,EWS,210,Fresh Allotted in 2nd Round
11357,29661,All India,"NAIR HOSP DENTAL COLLEGE & HOSP,MUMBAI , Dr.
A.L. Nair Road, Mumbai Central, Mumbai - 400 008,
Maharashtra, 400008",BDS,EWS,EWS,94,Fresh Allotted in 2nd Round
11358,29663,All India,"GOVT DEN COLL DENTAL WING PATIALA ,
Govt.Dental College and Hospital,Patiala, Punjab, 147001",BDS,EWS,EWS,1,Fresh Allotted in 2nd Round
11359,29671,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi , Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",BDS,Open,GN,2,Fresh Allotted in 2nd Round
11360,29674,B.Sc Nursing All India,"College of Nursing LHMC, New Delhi , College of Nursing Lady Hardinge Medical College & Associated Hospitals New Delhi, Delhi (NCT), 110001
(Female Seat only )",B.Sc. Nursing,Open,GN,298,Fresh Allotted in 2nd Round
11361,29677,-,-,-,-,-,-,Did not opt for Upgradation.
11362,29678,-,-,-,-,-,-,No Upgradation
11363,29682,All India,"GDC,PT.BDS UNIV.OF HEALTH SCI,ROHTAK , Post
Graduate Institute of Dental Sciences, Rohtak, Haryana, 124001",BDS,Open,EWS,158,Fresh Allotted in 2nd Round
11364,29690,-,-,-,-,-,-,No Upgradation
11365,29700,-,-,-,-,-,-,Not Allotted.
11366,29735,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi , Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",BDS,Open,GN,3,Fresh Allotted in 2nd Round
11367,29747,Open Seat Quota,"AIIMS, Rai Bareli  , All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",MBBS,SC,SC,10,Fresh Allotted in 2nd Round
11368,29758,All India,"GOVT. DENTAL COLLEGE, SHIMLA , HP GOVERNMENT DENTAL COLLEGE AND HOSPITAL SHIMLA",BDS,Open,OBC,82,Fresh Allotted in 2nd Round
11369,29761,-,-,-,-,-,-,Did not opt for Upgradation.
11370,29767,-,-,-,-,-,-,Did not opt for Upgradation.
11371,29768,-,-,-,-,-,-,Did not opt for Upgradation.
11372,29782,-,-,-,-,-,-,Did not fill up fresh choices.
11373,29789,-,-,-,-,-,-,Did not fill up fresh choices.
11374,29798,All India,"Rajah Muthiah Dental College and Hos. , Annamalai  , GOVT DENTAL COLLEGE AND  HOSPITAL, CUDDALORE DT- ERSTWHILE RAJAH MUTHIAH DENTAL COLLEGE AND HOSPITAL, Tamil Nadu, 608002",BDS,OBC,OBC,51,Fresh Allotted in 2nd Round
11375,29808,-,-,-,-,-,-,Not Allotted.
11376,29809,All India,"GOVT. DENTAL COLLEGE & HOSP,AHMEDABAD
, NEW CIVIL HOSPITAL CAMPUS, ASARWA, AHMEDABAD,
Gujarat, 380016",BDS,Open,GN,156,Fresh Allotted in 2nd Round
11377,29819,-,-,-,-,-,-,Did not opt for Upgradation.
11378,29829,-,-,-,-,-,-,Did not fill up fresh choices.
11379,29830,-,-,-,-,-,-,No Upgradation
11380,29833,All India,"S.C.B. MEDICAL COLL(DENTAL),CUT TACK , S.C.B. Dental
College and Hospital, Mangalabag, Cuttack, Pin-753 007, Odisha,
753007",BDS,Open,GN,345,Fresh Allotted in 2nd Round
11381,29835,-,-,-,-,-,-,Did not fill up fresh choices.
11382,29842,All India,"GOVT. DENTAL COLLEGE, RAIPUR ,
Near Marahi Mata Mandir, Rajbandha Maidan, Raipur (C.G.), Chhattisgarh, 492001",BDS,Open,GN,328,Fresh Allotted in 2nd Round
11383,29862,-,-,-,-,-,-,Did not fill up fresh choices.
11384,29863,-,-,-,-,-,-,Did not fill up fresh choices.
11385,29877,Open Seat Quota,"Dr. Ziauddin Ahmed Dental College and Hospital,ALIGARH , ALIGARH MUSLIM UNIVERSITY,
ALIGARH, Uttar Pradesh, 202002",BDS,Open,EWS,1,Fresh Allotted in 2nd Round
11386,29888,All India,"GOVT. DENTAL COLLEGE, KOZIKODE , MEDICAL COLLEGE CAMPUS, MEDICAL COLLEGE P.O., KOZHIKODE, Kerala, 673008",BDS,OBC,OBC,345,Fresh Allotted in 2nd Round
11387,29900,All India,"GOVT. DENTAL COLL.& HOSP., JAMNAGAR , Opp.
City Police Line, Navagam Ghed, Jamnagar, Gujarat, 361008",BDS,Open,OBC,326,Fresh Allotted in 2nd Round
11388,29916,-,-,-,-,-,-,Not Allotted.
11389,29928,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI ,
Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",MBBS,ST,ST,10,Fresh Allotted in 2nd Round
11390,29946,-,-,-,-,-,-,Did not opt for Upgradation.
11391,29952,-,-,-,-,-,-,No Upgradation
11392,29958,Deemed/Paid Seats Quota,"Hamdard Inst of Med Sciences and Research, New Delhi
, Hamdard Nagar, Jamia Hamdard, New Delhi, Delhi (NCT), 110062",MBBS,Open,GN,250,Fresh Allotted in 2nd Round
11393,29973,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi , MAMC Complex, B.S. Zafar Marg, New Delhi, Delhi (NCT), 110002",BDS,OBC,OBC,354,Fresh Allotted in 2nd Round
11394,29979,-,-,-,-,-,-,Did not fill up fresh choices.
11395,29983,-,-,-,-,-,-,Did not fill up fresh choices.
11396,30008,-,-,-,-,-,-,No Upgradation
11397,30015,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE
, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Open,GN,339,Fresh Allotted in 2nd Round
11398,30040,All India,"GOVT. DENTAL COLLEGE, KOZIKODE , MEDICAL COLLEGE CAMPUS, MEDICAL COLLEGE P.O., KOZHIKODE, Kerala, 673008",BDS,OBC,OBC,104,Fresh Allotted in 2nd Round
11399,30046,-,-,-,-,-,-,Did not opt for Upgradation.
11400,30054,-,-,-,-,-,-,No Upgradation
11401,30065,-,-,-,-,-,-,Did not opt for Upgradation.
11402,30066,-,-,-,-,-,-,No Upgradation
11403,30075,All India,"GOVT. DENTAL COLLEGE & HOSP,AHMEDABAD
, NEW CIVIL HOSPITAL CAMPUS, ASARWA, AHMEDABAD,
Gujarat, 380016",BDS,Open,GN,354,Fresh Allotted in 2nd Round
11404,30078,-,-,-,-,-,-,No Upgradation
11405,30079,-,-,-,-,-,-,No Upgradation
11406,30083,Open Seat Quota,"AIIMS, Gorakhpur  , AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",MBBS,SC,SC,8,Upgraded
11407,30085,-,-,-,-,-,-,No Upgradation
11408,30152,-,-,-,-,-,-,Did not fill up fresh choices.
11409,30178,-,-,-,-,-,-,No Upgradation
11410,30187,All India,"RUHS College of Medical Sciences, Jaipur , RUHS COLLEGE OF MEDICAL SCIENCES, SECTOR
-11, PRATAP NAGAR, SANGANER, JAIPUR
302033, Rajasthan,
302033",MBBS,SC,SC,21,Upgraded
11411,30202,-,-,-,-,-,-,No Upgradation
11412,30236,All India,"GOVT. DENTAL COLLEGE & HOSP.,NAGPUR ,
Government Dental College And Hospital GMC Campus Nagpur, Maharashtra, 440003",BDS,Open,OBC,25,Fresh Allotted in 2nd Round
11413,30251,-,-,-,-,-,-,Not Allotted.
11414,30269,-,-,-,-,-,-,Did not opt for Upgradation.
11415,30271,-,-,-,-,-,-,Not Allotted.
11416,30284,-,-,-,-,-,-,Did not opt for Upgradation.
11417,30296,-,-,-,-,-,-,Did not fill up fresh choices.
11418,30307,-,-,-,-,-,-,Not Allotted.
11419,30320,-,-,-,-,-,-,Not Allotted.
11420,30323,-,-,-,-,-,-,Not Allotted.
11421,30325,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,OBC,OBC,346,Upgraded
11422,30330,All India,"GDC,PT.BDS UNIV.OF HEALTH SCI,ROHTAK , Post
Graduate Institute of Dental Sciences, Rohtak, Haryana, 124001",BDS,OBC,OBC,1,Fresh Allotted in 2nd Round
11423,30332,-,-,-,-,-,-,No Upgradation
11424,30356,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE
, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Open,GN,92,Fresh Allotted in 2nd Round
11425,30380,Open Seat Quota,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,OBC,OBC,340,Fresh Allotted in 2nd Round
11426,30396,Open Seat Quota,"AIIMS, Rai Bareli  , All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",MBBS,SC,SC,6,Fresh Allotted in 2nd Round
11427,30412,-,-,-,-,-,-,Did not opt for Upgradation.
11428,30418,-,-,-,-,-,-,No Upgradation
11429,30419,-,-,-,-,-,-,Not Allotted.
11430,30437,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,GN,211,Fresh Allotted in 2nd Round
11431,30438,All India,"GOVT. DENTAL COLLEGE & HOSP.,MUMBAI , St
Georges Hospital Compound P D Mellow road Fort Mumbai, Maharashtra, 400001",BDS,Open,GN,350,Fresh Allotted in 2nd Round
11432,30451,-,-,-,-,-,-,Did not fill up fresh choices.
11433,30461,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi , Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",BDS,Open,GN,130,Fresh Allotted in 2nd Round
11434,30470,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi , Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",BDS,Open,GN,318,Fresh Allotted in 2nd Round
11435,30471,-,-,-,-,-,-,Did not opt for Upgradation.
11436,30473,-,-,-,-,-,-,Not Allotted.
11437,30475,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi , Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",BDS,Open,OBC,2,Fresh Allotted in 2nd Round
11438,30477,-,-,-,-,-,-,Did not fill up fresh choices.
11439,30479,-,-,-,-,-,-,Did not opt for Upgradation.
11440,30483,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi , MAMC Complex, B.S. Zafar Marg, New Delhi, Delhi (NCT), 110002",BDS,EWS,EWS,338,Fresh Allotted in 2nd Round
11441,30485,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,GN,321,Fresh Allotted in 2nd Round
11442,30503,-,-,-,-,-,-,No Upgradation
11443,30519,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi , MAMC Complex, B.S. Zafar Marg, New Delhi, Delhi (NCT), 110002",BDS,OBC,OBC,350,Fresh Allotted in 2nd Round
11444,30540,-,-,-,-,-,-,No Upgradation
11445,30563,-,-,-,-,-,-,Not Allotted.
11446,30564,-,-,-,-,-,-,No Upgradation
11447,30601,All India,"Dental Institue, RIMS, Ranchi , Dental College, Rajendra Institute of Medical Sciences, Bariatu, Ranchi, Jharkhand, 843009",BDS,EWS,EWS,111,Fresh Allotted in 2nd Round
11448,30611,-,-,-,-,-,-,No Upgradation
11449,30616,-,-,-,-,-,-,No Upgradation
11450,30631,All India,"GOVT. DENTAL COLLEGE, KOZIKODE , MEDICAL COLLEGE CAMPUS, MEDICAL COLLEGE P.O., KOZHIKODE, Kerala, 673008",BDS,OBC,OBC,66,Fresh Allotted in 2nd Round
11451,30639,-,-,-,-,-,-,Did not opt for Upgradation.
11452,30647,All India,"DR. R. AHMED DENT.COLL & HOSP,KOLKATA , 114 AJC BOSE ROAD",BDS,Open,GN,235,Fresh Allotted in 2nd Round
11453,30654,-,-,-,-,-,-,Did not fill up fresh choices.
11454,30687,-,-,-,-,-,-,No Upgradation
11455,30695,All India,"GOVT. DENTAL COLL.& HOSP., JAMNAGAR , Opp.
City Police Line, Navagam Ghed, Jamnagar, Gujarat, 361008",BDS,Open,GN,85,Fresh Allotted in 2nd Round
11456,30697,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi , Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",BDS,Open,EWS,72,Fresh Allotted in 2nd Round
11457,30698,Muslim Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi , Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",BDS,Open,GN,12,Fresh Allotted in 2nd Round
11458,30699,-,-,-,-,-,-,No Upgradation
11459,30725,-,-,-,-,-,-,Did not fill up fresh choices.
11460,30728,-,-,-,-,-,-,Did not fill up fresh choices.
11461,30737,-,-,-,-,-,-,Did not opt for Upgradation.
11462,30742,Open Seat Quota,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi , Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",BDS,Open,GN,3,Fresh Allotted in 2nd Round
11463,30744,-,-,-,-,-,-,No Upgradation
11464,30751,-,-,-,-,-,-,Not Allotted.
11465,30754,All India,"Dental Institue, RIMS, Ranchi , Dental College, Rajendra Institute of Medical Sciences, Bariatu, Ranchi, Jharkhand, 843009",BDS,OBC,OBC,335,Fresh Allotted in 2nd Round
11466,30759,-,-,-,-,-,-,Did not opt for Upgradation.
11467,30764,All India,"GOVT. DENTAL COLLEGE, RAIPUR ,
Near Marahi Mata Mandir, Rajbandha Maidan, Raipur (C.G.), Chhattisgarh, 492001",BDS,OBC,OBC,7,Fresh Allotted in 2nd Round
11468,30773,-,-,-,-,-,-,Did not fill up fresh choices.
11469,30776,-,-,-,-,-,-,Did not opt for Upgradation.
11470,30782,All India,"GOVT. DENTAL COLL.& HOSP., JAMNAGAR , Opp.
City Police Line, Navagam Ghed, Jamnagar, Gujarat, 361008",BDS,Open,GN,311,Fresh Allotted in 2nd Round
11471,30785,-,-,-,-,-,-,Did not fill up fresh choices.
11472,30797,All India,"GOVT. DENTAL COLLEGE & HOSP.,MUMBAI , St
Georges Hospital Compound P D Mellow road Fort Mumbai, Maharashtra, 400001",BDS,Open,GN,349,Fresh Allotted in 2nd Round
11473,30818,All India,"Jawaharlal Nehru Institute of Dental Sciences, Imphal , Porompat, Imphal East, Manipur, Manipur, 795005",BDS,OBC,OBC,189,Fresh Allotted in 2nd Round
11474,30832,-,-,-,-,-,-,Not Allotted.
11475,30834,Deemed/Paid Seats Quota,"Hamdard Inst of Med Sciences and Research, New Delhi
, Hamdard Nagar, Jamia Hamdard, New Delhi, Delhi (NCT), 110062",MBBS,Open,OBC,1,Fresh Allotted in 2nd Round
11476,30835,-,-,-,-,-,-,Did not fill up fresh choices.
11477,30837,-,-,-,-,-,-,Did not opt for Upgradation.
11478,30847,Deemed/Paid Seats Quota,"Hamdard Inst of Med Sciences and Research, New Delhi
, Hamdard Nagar, Jamia Hamdard, New Delhi, Delhi (NCT), 110062",MBBS,Open,GN,335,Fresh Allotted in 2nd Round
11479,30853,All India,"Government Dental College and Hospital, Vijayawada , Government Dental College and Hospital, Machavaram Post, Vijayawada - 520004, Andhra Pradesh, 520004",BDS,Open,OBC,222,Fresh Allotted in 2nd Round
11480,30856,-,-,-,-,-,-,Not Allotted.
11481,30864,Employees State Insurance Scheme(ESI),"ESI-MC&PGIMS&R,
Banglore , ESICMC AND PGIMSR,
Rajajinagar, Bengaluru, Karnataka, 560010",MBBS,Open,GN,31,Upgraded
11482,30870,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,GN,43,Fresh Allotted in 2nd Round
11483,30885,-,-,-,-,-,-,No Upgradation
11484,30891,All India,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI ,
Sir JJ Group of HospitalCompound, Sir JJ Road, Byculla Mumbai, Maharashtra, 400008",MBBS,SC,SC,17,Upgraded
11485,30892,-,-,-,-,-,-,No Upgradation
11486,30906,-,-,-,-,-,-,Did not fill up fresh choices.
11487,30908,-,-,-,-,-,-,Did not opt for Upgradation.
11488,30915,IP University Quota,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,Open,GN,3,Fresh Allotted in 2nd Round
11489,30940,-,-,-,-,-,-,Did not opt for Upgradation.
11490,30945,-,-,-,-,-,-,Did not opt for Upgradation.
11491,30948,Open Seat Quota,"AIIMS, Gorakhpur  , AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",MBBS,SC,SC,12,Fresh Allotted in 2nd Round
11492,30950,-,-,-,-,-,-,Did not opt for Upgradation.
11493,30960,-,-,-,-,-,-,Not Allotted.
11494,30962,All India,"Jawaharlal Nehru Institute of Dental Sciences, Imphal , Porompat, Imphal East, Manipur, Manipur, 795005",BDS,OBC,OBC,202,Fresh Allotted in 2nd Round
11495,30970,-,-,-,-,-,-,No Upgradation
11496,30971,-,-,-,-,-,-,No Upgradation
11497,30979,All India,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI ,
Sir JJ Group of HospitalCompound, Sir JJ Road, Byculla Mumbai, Maharashtra, 400008",MBBS,ST,ST,7,Fresh Allotted in 2nd Round
11498,30986,-,-,-,-,-,-,Did not fill up fresh choices.
11499,31026,-,-,-,-,-,-,No Upgradation
11500,31031,All India,"GOVT. DC & RESEARCH INSt., BELLARY , GOVT DENTAL COLLEGE AND RI, VIMS CAMPUS, CANTONMENT BELLARY",BDS,Open,GN,350,Fresh Allotted in 2nd Round
11501,31048,All India,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,EWS,EWS,333,Fresh Allotted in 2nd Round
11502,31076,-,-,-,-,-,-,No Upgradation
11503,31100,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,GN,13,Fresh Allotted in 2nd Round
11504,31125,All India,"NAIR HOSP DENTAL COLLEGE & HOSP,MUMBAI , Dr.
A.L. Nair Road, Mumbai Central, Mumbai - 400 008,
Maharashtra, 400008",BDS,OBC,OBC,14,Fresh Allotted in 2nd Round
11505,31150,-,-,-,-,-,-,Not Allotted.
11506,31201,-,-,-,-,-,-,Did not opt for Upgradation.
11507,31228,All India,"Government Dental College & Hospital, Srinagar , Shireen Bagh Karan Nagar Srinagar Jammu and Kashmir India, Jammu And Kashmir, 190010",BDS,Open,OBC,329,Fresh Allotted in 2nd Round
11508,31241,-,-,-,-,-,-,No Upgradation
11509,31255,All India,"DR. R. AHMED DENT.COLL & HOSP,KOLKATA , 114 AJC BOSE ROAD",BDS,Open,GN,24,Fresh Allotted in 2nd Round
11510,31271,Open Seat Quota,"AIIMS, Gorakhpur  , AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",MBBS,SC,SC,13,Fresh Allotted in 2nd Round
11511,31273,All India,"GOVT. DENTAL COLLEGE, RAIPUR ,
Near Marahi Mata Mandir, Rajbandha Maidan, Raipur (C.G.), Chhattisgarh, 492001",BDS,OBC,OBC,347,Fresh Allotted in 2nd Round
11512,31281,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi , MAMC Complex, B.S. Zafar Marg, New Delhi, Delhi (NCT), 110002",BDS,OBC,OBC,1,Fresh Allotted in 2nd Round
11513,31282,-,-,-,-,-,-,Not Allotted.
11514,31287,-,-,-,-,-,-,Not Allotted.
11515,31300,All India,"Govt Dental College RIMS Kadapa , PRINCIPAL GOVT DENTAL COLLEGE, RIMS, PUTLAMPALLI
KADAPA  State ANDHRA PRADESH
Pin 516004, Andhra
Pradesh, 516004",BDS,Open,EWS,237,Fresh Allotted in 2nd Round
11516,31308,-,-,-,-,-,-,Did not opt for Upgradation.
11517,31324,-,-,-,-,-,-,Did not fill up fresh choices.
11518,31344,All India,"GOVT. DENTAL COLLEGE & HOSP,AHMEDABAD
, NEW CIVIL HOSPITAL CAMPUS, ASARWA, AHMEDABAD,
Gujarat, 380016",BDS,Open,EWS,6,Fresh Allotted in 2nd Round
11519,31357,All India,"GOVT. DC & RESEARCH INSt., BELLARY , GOVT DENTAL COLLEGE AND RI, VIMS CAMPUS, CANTONMENT BELLARY",BDS,OBC,OBC,193,Fresh Allotted in 2nd Round
11520,31358,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi , MAMC Complex, B.S. Zafar Marg, New Delhi, Delhi (NCT), 110002",BDS,OBC,OBC,353,Fresh Allotted in 2nd Round
