SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Alloted Category,candidate Category,option No.
9328,16770,All India,Chikkamagaluru Institute of Medical Sciences,MBBS,Not Reported,Open,OBC,56
9329,16771,All India,"Government Medical College, Ramanathapuram",MBBS,Not Reported,-,-,-
9330,16772,-,-,-,-,EWS,EWS,99
9331,16774,All India,"Government Medical College, Dindigul",MBBS,Not Reported,Open,OBC,89
9332,16776,All India,"Rajah Muthiah Medical College, Annamalai Universit",MBBS,Not Reported,-,-,-
9333,16777,All India,"Government Medical College and Hospital, Keonjhar",MBBS,Not Reported,EWS,EWS,119
9334,16784,All India,Government Medical College Siddipet,MBBS,Not Reported,-,-,-
9335,16785,-,-,-,-,Open,EWS,96
9336,16789,All India,"Government Medical College, Jagtial",MBBS,Not Reported,Open,GN,115
9337,16791,-,-,-,-,Open,GN,113
9338,16792,All India,"C. Institute of Medical Sciences,
Chamarajanagar",MBBS,Not Reported,-,-,-
9339,16798,All India,"GMERS Medical College, Navsari",MBBS,Not Reported,OBC,OBC,134
9340,16801,All India,"Government Medical College, Jagtial",MBBS,Not Reported,Open,GN,123
9341,16803,-,-,-,-,Open,GN,90
9342,16804,All India,"Government Medical College, Nagapattinam",MBBS,Reported,-,-,-
9343,16811,All India,"ZORAM MEDICAL
COLLEGE Falkawn",MBBS,Not Reported,-,-,-
9344,16814,-,-,-,-,OBC,OBC,173
9345,16819,All India,"Government Medical College, Dindigul",MBBS,Not Reported,Open,OBC,46
9346,16823,All India,"GOVT MEDICAL COLLEGE, WANAPARTHY",MBBS,Not Reported,OBC,OBC,27
9347,16825,All India,Government Medical College Siddipet,MBBS,Reported,-,-,-
9348,16826,-,-,-,-,Open,GN,130
9349,16827,All India,Govt Medical College Nalgonda,MBBS,Not Reported,Open,OBC,86
9350,16828,-,-,-,-,Open,GN,171
9351,16829,-,-,-,-,Open,OBC,115
9352,16831,All India,"K.A.P. VISWANATHAM G.M.C.,TIRUCHIRAP ALLI",MBBS,Not Reported,EWS,EWS,113
9353,16832,-,-,-,-,Open,OBC,139
9354,16833,All India,"YADGIRI INSTITUTE OF MEDICAL SCIENCES, YADGIRI",MBBS,Not Reported,OBC,OBC,100
9355,16834,-,-,-,-,EWS,EWS,39
9356,16835,-,-,-,-,Open,GN,94
9357,16836,All India,"Government Medical College, Nagapattinam",MBBS,Not Reported,-,-,-
9358,16845,All India,"GOVERNMENT MEDICAL COLLEGE, OSMANABAD",MBBS,Not Reported,-,-,-
9359,16846,All India,"C. Institute of Medical Sciences,
Chamarajanagar",MBBS,Not Reported,EWS,EWS,133
9360,16848,-,-,-,-,Open,GN,125
9361,16849,-,-,-,-,Open,GN,143
9362,16855,-,-,-,-,OBC,OBC,127
9363,16856,All India,"PB. GOVT. DENTAL COLLEGE & HOSP,AMRITSAR",BDS,Not Reported,Open,GN,109
9364,16858,-,-,-,-,Open,OBC,17
9365,16859,-,-,-,-,Open,OBC,70
9366,16874,-,-,-,-,Open,GN,63
9367,16875,All India,"Government Medical College, Bhadradri, Kothagudem",MBBS,Not Reported,Open,GN,115
9368,16877,All India,"Lakhimpur Medical College, North Lakhimpur, Assam",MBBS,Not Reported,OBC,OBC,53
9369,16879,Deemed/Pa id Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal",MBBS,Reported,-,-,-
9370,16882,-,-,-,-,Open,GN,137
9371,16883,-,-,-,-,Open,OBC,103
9372,16890,-,-,-,-,Open,GN,105
9373,16894,-,-,-,-,OBC,OBC,110
9374,16895,All India,Government Medical College Suryapet,MBBS,Not Reported,OBC,OBC,163
9375,16897,All India,"Government Medical College, Nagapattinam",MBBS,Not Reported,-,-,-
9376,16899,All India,"Government Medical College, Jagtial",MBBS,Reported,Open,GN,125
9377,16900,-,-,-,-,OBC,OBC,41
9378,16902,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Not Reported,-,-,-
9379,16903,All India,"Govt. Pudukkottai Medical College Hopt., Pudukkott",MBBS,Reported,EWS,EWS,124
9380,16904,All India,"Government Medical College, Nagapattinam",MBBS,Not Reported,Open,OBC,16
9381,16907,-,-,-,-,EWS,EWS,59
9382,16911,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi",BDS,Reported,-,-,-
9383,16922,All India,"Government Medical College, Krishnagiri",MBBS,Not Reported,Open,OBC,126
9384,16923,-,-,-,-,OBC,OBC,38
9385,16928,All India,"Government Medical College, Nagapattinam",MBBS,Not Reported,-,-,-
9386,16930,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Reported,-,-,-
9387,16931,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Reported,-,-,-
9388,16937,All India,"Government Medical College, Ramanathapuram",MBBS,Not Reported,Open,GN,32
9389,16941,All India,"Government Medical College, Nagapattinam",MBBS,Not Reported,-,-,-
9390,16946,-,-,-,-,Open,GN,167
9391,16948,All India,"Government Medical College, Kathua",MBBS,Reported,-,-,-
9392,16949,All India,"ZORAM MEDICAL
COLLEGE Falkawn",MBBS,Not Reported,Open,OBC,163
9393,16952,All India,"KGMC, LUCKNOW",MBBS,Reported,-,-,-
9394,16954,All India,"Government Medical College, Krishnagiri",MBBS,Reported,Open,OBC,45
9395,16955,All India,"Government Medical College, Nagarkurnool",MBBS,Not Reported,Open,GN,218
9396,16956,-,-,-,-,Open,GN,18
9397,16959,All India,"GOVT MEDICAL COLLEGE, WANAPARTHY",MBBS,Not Reported,Open,GN,140
9398,16961,-,-,-,-,Open,GN,119
9399,16963,All India,Govt Medical College Nalgonda,MBBS,Reported,-,-,-
9400,16965,All India,"Government Medical College and Hospital, Keonjhar",MBBS,Not Reported,-,-,-
9401,16966,All India,"RIMS, Ongole",MBBS,Not Reported,EWS,EWS,105
9402,16967,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
9403,16969,Open Seat Quota,"AIIMS, Raipur",MBBS,Reported,-,-,-
9404,16976,-,-,-,-,Open,GN,27
9405,16977,-,-,-,-,Open,GN,84
9406,16978,All India,"Government Medical College, Korba(C.G.)",MBBS,Reported,EWS,EWS,30
9407,16979,All India,"GOVT MEDICAL COLLEGE, WANAPARTHY",MBBS,Not Reported,Open,GN,130
9408,16981,-,-,-,-,Open,EWS,44
9409,16985,-,-,-,-,Open,OBC,45
9410,16986,All India,"GOVERNMENT MEDICAL COLLEGE, SANGAREDDY",MBBS,Not Reported,-,-,-
9411,16994,All India,RIMS Srikakulam,MBBS,Reported,EWS,EWS,89
9412,16996,All India,Government Medical College Suryapet,MBBS,Not Reported,OBC,OBC,118
9413,16999,Open Seat Quota,"AIIMS, Raipur",MBBS,Reported,-,-,-
9414,17002,-,-,-,-,Open,OBC,120
9415,17005,-,-,-,-,Open,OBC,24
9416,17006,All India,"GMERS Medical College, Rajpipla",MBBS,Not Reported,Open,OBC,69
9417,17011,All India,Govt. Sivgangai M. C. Sivagangai,MBBS,Not Reported,EWS,EWS,23
9418,17013,-,-,-,-,Open,GN,85
9419,17017,All India,"Government Medical College, Virudhunagar",MBBS,Not Reported,-,-,-
9420,17018,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Not Reported,-,-,-
9421,17020,-,-,-,-,OBC,OBC,197
9422,17023,-,-,-,-,EWS,EWS,97
9423,17026,All India,"Government Medical College, Nagarkurnool",MBBS,Not Reported,Open,GN,169
9424,17028,All India,"GMERS Medical College, Navsari",MBBS,Not Reported,Open,OBC,72
9425,17029,-,-,-,-,EWS,EWS,139
9426,17032,All India,"Government Medical College, Nagarkurnool",MBBS,Not Reported,Open,GN,170
9427,17033,All India,"Government Medical College, Dindigul",MBBS,Not Reported,-,-,-
9428,17036,-,-,-,-,Open,GN,100
9429,17037,-,-,-,-,OBC,OBC,78
9430,17038,All India,"FACULTY OF DEN SCI, KG MED UNIV,LUCKNOW",BDS,Not Reported,-,-,-
9431,17039,All India,"Government Medical College, Churachandpur",MBBS,Not Reported,OBC,OBC,155
9432,17043,All India,"Government Medical College, Bhadradri, Kothagudem",MBBS,Reported,Open,GN,77
9433,17044,Employees State Insurance Scheme(ES I),"ESIC Medical College, Faridabad",MBBS,Reported,-,-,-
9434,17048,-,-,-,-,EWS,EWS,57
9435,17050,All India,"Government medical College, Namakkal",MBBS,Not Reported,OBC,OBC,34
9436,17051,All India,"Government Medical College, Anantnag",MBBS,Not Reported,OBC,OBC,134
9437,17052,All India,"GOVERNMENT MEDICAL COLLEGE, SANGAREDDY",MBBS,Seat Surrendered,Open,GN,139
9438,17053,-,-,-,-,Open,GN,44
9439,17054,-,-,-,-,Open,GN,141
9440,17056,-,-,-,-,Open,GN,163
9441,17058,-,-,-,-,Open,GN,105
9442,17059,All India,"Government Medical College and Hospital, Keonjhar",MBBS,Not Reported,OBC,OBC,137
9443,17069,-,-,-,-,Open,GN,175
9444,17074,All India,"GOVERNMENT MEDICAL COLLEGE, SANGAREDDY",MBBS,Reported,Open,GN,75
9445,17075,All India,"Government Medical College, Sundargarh",MBBS,Not Reported,OBC,OBC,133
9446,17076,-,-,-,-,Open,GN,138
9447,17078,-,-,-,-,Open,GN,166
9448,17080,-,-,-,-,Open,GN,26
9449,17084,-,-,-,-,OBC,OBC,177
9450,17085,-,-,-,-,Open,OBC,40
9451,17086,All India,"YADGIRI INSTITUTE OF MEDICAL SCIENCES, YADGIRI",MBBS,Not Reported,Open,OBC,114
9452,17088,-,-,-,-,OBC,OBC,51
9453,17092,Employees State Insurance Scheme(ES I),"ESIC Medical College, Faridabad",MBBS,Reported,-,-,-
9454,17095,All India,"FACULTY OF DEN SCI, KG MED UNIV,LUCKNOW",BDS,Not Reported,Open,GN,110
9455,17096,All India,"Government Medical College, Nagapattinam",MBBS,Not Reported,Open,OBC,109
9456,17097,-,-,-,-,Open,OBC,30
9457,17098,All India,"Government Medical College, Doda",MBBS,Not Reported,-,-,-
9458,17099,-,-,-,-,EWS,EWS,49
9459,17102,All India,"Government medical College, Namakkal",MBBS,Not Reported,-,-,-
9460,17103,-,-,-,-,EWS,EWS,106
9461,17104,-,-,-,-,OBC,OBC,135
9462,17105,-,-,-,-,Open,GN,63
9463,17107,All India,"Government Medical College, Nagarkurnool",MBBS,Seat Surrendered,Open,GN,150
9464,17108,-,-,-,-,EWS,EWS,133
9465,17110,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
9466,17111,-,-,-,-,OBC,OBC,30
9467,17114,Employees State Insurance Scheme(ES I),"ESIC Medical College, Faridabad",MBBS,Reported,-,-,-
9468,17117,-,-,-,-,Open,GN,124
9469,17119,All India,"Government Medical College, Jagtial",MBBS,Not Reported,-,-,-
9470,17120,All India,"Government Medical College, Kallakurichi",MBBS,Not Reported,-,-,-
9471,17121,All India,"Government Medical College, Kallakurichi",MBBS,Not Reported,Open,OBC,10
9472,17123,All India,"Government Medical College, Ramanathapuram",MBBS,Not Reported,OBC,OBC,128
9473,17124,-,-,-,-,Open,GN,141
9474,17125,All India,RIMS Srikakulam,MBBS,Reported,EWS,EWS,91
9475,17126,-,-,-,-,OBC,OBC,75
9476,17130,All India,"AGARTALA GOVT. MEDICAL COLLEGE,AGARTAL A",MBBS,Not Reported,EWS,EWS,57
9477,17132,All India,"Government Medical College, Nagapattinam",MBBS,Not Reported,Open,OBC,140
9478,17133,All India,"Government Medical College, Virudhunagar",MBBS,Not Reported,EWS,EWS,55
9479,17136,-,-,-,-,Open,OBC,119
9480,17137,All India,"Government Medical College, Nagapattinam",MBBS,Not Reported,OBC,OBC,138
9481,17143,-,-,-,-,Open,GN,110
9482,17144,-,-,-,-,Open,GN,76
9483,17146,All India,"Government Medical College, Mahabubabad",MBBS,Not Reported,OBC,OBC,120
9484,17148,All India,"GOVERNMENT MEDICAL COLLEGE, SANGAREDDY",MBBS,Not Reported,-,-,-
9485,17152,All India,Government Medical College Siddipet,MBBS,Reported,EWS,EWS,105
9486,17153,All India,"Government Medical College, Mahabubabad",MBBS,Not Reported,OBC,OBC,112
9487,17154,All India,"Government Medical College, Doda",MBBS,Not Reported,-,-,-
9488,17155,-,-,-,-,Open,GN,21
9489,17156,All India,"Government Medical College, Ramanathapuram",MBBS,Not Reported,OBC,OBC,31
9490,17158,-,-,-,-,OBC,OBC,38
9491,17164,All India,"Government Dental College, Thrissur",BDS,Not Reported,Open,GN,166
9492,17168,Open Seat Quota,"AIIMS, Nagpur",MBBS,Reported,-,-,-
9493,17169,-,-,-,-,Open,GN,49
9494,17182,-,-,-,-,Open,OBC,126
9495,17183,All India,"Government Medical College, Ariyalur",MBBS,Reported,OBC,OBC,10
9496,17186,All India,"Government Medical College, Jagtial",MBBS,Not Reported,Open,GN,170
9497,17188,-,-,-,-,SC,SC,2
9498,17192,-,-,-,-,Open,GN,32
9499,17201,-,-,-,-,EWS,EWS,100
9500,17210,All India,"Government Medical College, Baramulla",MBBS,Not Reported,-,-,-
9501,17213,All India,"GOVT MEDICAL COLLEGE, WANAPARTHY",MBBS,Not Reported,Open,GN,26
9502,17214,All India,"Government Medical College, Sundargarh",MBBS,Not Reported,OBC,OBC,210
9503,17219,All India,"GOVERNMENT MEDICAL COLLEGE, SANGAREDDY",MBBS,Not Reported,Open,GN,200
9504,17221,All India,"GOVERNMENT MEDICAL COLLEGE, SANGAREDDY",MBBS,Not Reported,-,-,-
9505,17222,All India,"Government Medical College, Krishnagiri",MBBS,Not Reported,-,-,-
9506,17223,-,-,-,-,EWS,EWS,68
9507,17224,All India,"KARNATAK INST. OF MEDICAL SC.,HUBLI",MBBS,Reported,-,-,-
9508,17225,-,-,-,-,OBC,OBC,56
9509,17231,All India,"Government Medical College, Jagtial",MBBS,Not Reported,Open,GN,183
9510,17233,All India,"Government Medical College, Jagtial",MBBS,Not Reported,-,-,-
9511,17234,All India,"Government Medical College, Nagarkurnool",MBBS,Not Reported,Open,GN,188
9512,17237,-,-,-,-,Open,GN,167
9513,17238,All India,"Government Medical College, Kallakurichi",MBBS,Not Reported,OBC,OBC,85
9514,17242,All India,"GOVERNMENT MEDICAL COLLEGE, SANGAREDDY",MBBS,Not Reported,-,-,-
9515,17244,All India,"Haveri Institute of Medical Sciences, Karnataka",MBBS,Not Reported,OBC,OBC,62
9516,17245,All India,"GOVT MEDICAL COLLEGE, WANAPARTHY",MBBS,Not Reported,Open,GN,45
9517,17247,-,-,-,-,OBC,OBC,91
9518,17254,All India,"Government Medical College, Nagarkurnool",MBBS,Not Reported,Open,GN,84
9519,17257,All India,"GOVT. D.C. & RESEARCH INST,BANGALORE",BDS,Not Reported,Open,OBC,150
9520,17259,All India,"Government Medical College, Jagtial",MBBS,Reported,-,-,-
9521,17260,All India,"Government Medical College, Ariyalur",MBBS,Not Reported,Open,OBC,145
9522,17261,Open Seat Quota,"AIIMS, Raipur",MBBS,Reported,-,-,-
9523,17269,All India,"Government Medical College, Sundargarh",MBBS,Not Reported,-,-,-
9524,17275,All India,"GMERS Medical College, Panchmahal Godhra",MBBS,Not Reported,Open,OBC,89
9525,17276,All India,"Government Medical College, Kallakurichi",MBBS,Not Reported,OBC,OBC,119
9526,17278,All India,"GOVT MEDICAL COLLEGE, WANAPARTHY",MBBS,Not Reported,Open,GN,32
9527,17279,-,-,-,-,OBC,OBC,148
9528,17280,-,-,-,-,Open,GN,153
9529,17286,-,-,-,-,OBC,OBC,187
9530,17288,All India,"Government Medical College, Ramanathapuram",MBBS,Not Reported,OBC,OBC,65
9531,17294,-,-,-,-,Open,GN,107
9532,17296,All India,"MEDICAL COLLEGE, KOLKATA",MBBS,Reported,-,-,-
9533,17299,All India,"Government Medical College, Mahabubabad",MBBS,Not Reported,OBC,OBC,111
9534,17300,-,-,-,-,EWS,EWS,74
9535,17301,All India,"YADGIRI INSTITUTE OF MEDICAL SCIENCES, YADGIRI",MBBS,Not Reported,OBC,OBC,84
9536,17303,-,-,-,-,Open,GN,186
9537,17308,-,-,-,-,Open,GN,37
9538,17311,All India,"Government Medical College, Bhadradri, Kothagudem",MBBS,Not Reported,Open,GN,62
9539,17312,All India,"Government Medical College, Kallakurichi",MBBS,Not Reported,Open,OBC,61
9540,17314,All India,"Haveri Institute of Medical Sciences, Karnataka",MBBS,Not Reported,OBC,OBC,72
9541,17315,-,-,-,-,Open,GN,180
9542,17316,All India,"Government Medical College, Bhadradri, Kothagudem",MBBS,Not Reported,Open,GN,223
9543,17317,-,-,-,-,Open,GN,61
9544,17319,All India,Govt Medical College Nalgonda,MBBS,Not Reported,EWS,EWS,138
9545,17322,-,-,-,-,Open,GN,45
9546,17323,All India,"GOVT MEDICAL COLLEGE, WANAPARTHY",MBBS,Not Reported,Open,GN,121
9547,17326,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Reported,-,-,-
9548,17331,All India,"Haveri Institute of Medical Sciences, Karnataka",MBBS,Not Reported,-,-,-
9549,17332,-,-,-,-,Open,OBC,123
9550,17334,-,-,-,-,Open,GN,5
9551,17338,-,-,-,-,OBC,OBC,106
9552,17341,All India,"RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES, KADAPA",MBBS,Reported,-,-,-
9553,17342,All India,"Government Medical College, Anantnag",MBBS,Not Reported,EWS,EWS,106
9554,17343,-,-,-,-,Open,GN,158
9555,17346,All India,"GOVERNMENT MEDICAL COLLEGE, RAJOURI",MBBS,Not Reported,Open,OBC,149
9556,17347,-,-,-,-,Open,GN,72
9557,17349,All India,"Government Medical College, Nagarkurnool",MBBS,Not Reported,Open,GN,238
9558,17352,All India,"YADGIRI INSTITUTE OF MEDICAL SCIENCES, YADGIRI",MBBS,Not Reported,OBC,OBC,92
9559,17355,All India,"Government Medical College, Ariyalur",MBBS,Not Reported,OBC,OBC,27
9560,17356,All India,"Government Medical College, Nagarkurnool",MBBS,Reported,Open,GN,74
9561,17357,All India,"AGARTALA GOVT. MEDICAL COLLEGE,AGARTAL A",MBBS,Not Reported,EWS,EWS,105
9562,17358,-,-,-,-,OBC,OBC,51
9563,17364,-,-,-,-,Open,GN,29
9564,17365,-,-,-,-,Open,OBC,171
9565,17366,All India,"Government Medical College, Nagarkurnool",MBBS,Not Reported,Open,GN,159
9566,17375,All India,"GOVERNMENT MEDICAL COLLEGE, SANGAREDDY",MBBS,Not Reported,-,-,-
9567,17376,All India,"Government Medical College, Krishnagiri",MBBS,Not Reported,OBC,OBC,106
9568,17381,All India,Government Medical College Suryapet,MBBS,Not Reported,EWS,EWS,170
9569,17382,-,-,-,-,OBC,OBC,83
9570,17390,-,-,-,-,Open,GN,55
9571,17392,All India,"Government Medical College, Korba(C.G.)",MBBS,Not Reported,EWS,EWS,111
9572,17394,Open Seat Quota,"AIIMS, Patna",MBBS,Reported,-,-,-
9573,17395,All India,"Diphu Medical College & Hospital, Assam",MBBS,Not Reported,EWS,EWS,80
9574,17397,All India,"Government Medical College, Krishnagiri",MBBS,Reported,Open,OBC,31
9575,17399,-,-,-,-,Open,GN,41
9576,17400,-,-,-,-,OBC,OBC,110
9577,17401,All India,"GOVERNMENT MEDICAL COLLEGE, SANGAREDDY",MBBS,Not Reported,Open,GN,148
9578,17404,All India,"THOOTHUKUDI MEDICAL COLLEGE,THOOTH UKUDI",MBBS,Not Reported,Open,EWS,178
9579,17405,All India,Govt. Medical College Karur,MBBS,Not Reported,Open,EWS,81
9580,17414,-,-,-,-,Open,GN,153
9581,17418,All India,"Government Medical College, Ariyalur",MBBS,Not Reported,OBC,OBC,172
9582,17419,All India,"Government Medical College, Mahabubabad",MBBS,Not Reported,OBC,OBC,144
9583,17420,All India,"Government Medical College, Ariyalur",MBBS,Not Reported,Open,OBC,16
9584,17421,-,-,-,-,OBC,OBC,100
9585,17422,-,-,-,-,OBC,OBC,45
9586,17424,All India,"Government Medical College, Bhadradri, Kothagudem",MBBS,Not Reported,OBC,OBC,89
9587,17425,Delhi University Quota,"Maulana Azad Institute of Dental Sciences, New Delhi",BDS,Reported,-,-,-
9588,17426,All India,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,Reported,-,-,-
9589,17433,All India,"KGMC, LUCKNOW",MBBS,Not Reported,SC,SC,7
9590,17441,-,-,-,-,Open,GN,132
9591,17446,All India,"Government Medical College, Ariyalur",MBBS,Not Reported,OBC,OBC,101
9592,17447,-,-,-,-,Open,GN,90
9593,17449,-,-,-,-,EWS,EWS,57
9594,17450,All India,Govt Medical College Nalgonda,MBBS,Not Reported,EWS,EWS,100
9595,17453,All India,"Government Medical College, Krishnagiri",MBBS,Not Reported,-,-,-
9596,17455,-,-,-,-,OBC,OBC,154
9597,17457,All India,"Government Medical College, Jagtial",MBBS,Not Reported,OBC,OBC,129
9598,17460,-,-,-,-,Open,GN,33
9599,17461,-,-,-,-,Open,GN,188
9600,17463,-,-,-,-,OBC,OBC,5
9601,17467,All India,"Government Medical College, Krishnagiri",MBBS,Not Reported,-,-,-
9602,17468,Open Seat Quota,"AIIMS, Nagpur",MBBS,Reported,-,-,-
9603,17473,All India,"Government Medical College, Bhadradri, Kothagudem",MBBS,Not Reported,OBC,OBC,140
9604,17481,Deemed/Pa id Seats Quota,SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE,MBBS,Reported,-,-,-
9605,17486,-,-,-,-,Open,GN,203
9606,17490,Internal - Puducherry UT Domicile,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
9607,17491,All India,"YADGIRI INSTITUTE OF MEDICAL SCIENCES, YADGIRI",MBBS,Not Reported,-,-,-
9608,17492,Open Seat Quota,"AIIMS, Patna",MBBS,Reported,-,-,-
9609,17493,Open Seat Quota,"AIIMS, Patna",MBBS,Reported,-,-,-
9610,17498,All India,"YADGIRI INSTITUTE OF MEDICAL SCIENCES, YADGIRI",MBBS,Not Reported,OBC,OBC,178
9611,17499,-,-,-,-,Open,GN,173
9612,17505,All India,"Government Medical College, Krishnagiri",MBBS,Not Reported,-,-,-
9613,17509,All India,"Haveri Institute of Medical Sciences, Karnataka",MBBS,Not Reported,-,-,-
9614,17510,-,-,-,-,Open,OBC,19
9615,17515,-,-,-,-,Open,GN,64
9616,17520,-,-,-,-,Open,GN,193
9617,17526,All India,"Haveri Institute of Medical Sciences, Karnataka",MBBS,Not Reported,Open,OBC,96
9618,17534,-,-,-,-,Open,GN,52
9619,17536,-,-,-,-,Open,GN,204
9620,17537,All India,"STANLEY MEDICAL COLLEGE, CHENNAI",MBBS,Not Reported,-,-,-
9621,17539,-,-,-,-,Open,GN,204
9622,17542,-,-,-,-,Open,GN,75
9623,17546,All India,"KGMC, LUCKNOW",MBBS,Reported,-,-,-
9624,17550,-,-,-,-,Open,GN,152
9625,17552,-,-,-,-,OBC,OBC,142
9626,17559,-,-,-,-,OBC,OBC,127
9627,17562,-,-,-,-,Open,GN,38
9628,17563,-,-,-,-,OBC,OBC,184
9629,17564,All India,"GOVT MEDICAL COLLEGE, WANAPARTHY",MBBS,Not Reported,OBC,OBC,44
9630,17566,Employees State Insurance Scheme(ES I),"ESIC Medical College, Faridabad",MBBS,Reported,-,-,-
9631,17568,All India,"Government Medical College, Kathua",MBBS,Reported,-,-,-
9632,17570,All India,"CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES, KARNATAKA",MBBS,Not Reported,EWS,EWS,134
9633,17572,-,-,-,-,Open,OBC,89
9634,17574,-,-,-,-,OBC,OBC,14
